den_cd     %den_logr_tp%den_logr_ds                                       %den_logr_num%den_logr_bairro                         %den_logr_subbairro                      %den_logr_cep%den_logr_mun                            %den_loc_ref                                                                                                                                                                                                                                                     %den_dt_rec         %tpa_ds                                  
-----------%-----------%--------------------------------------------------%------------%----------------------------------------%----------------------------------------%------------%----------------------------------------%----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------%-------------------%----------------------------------------
         14%R          %DOZE DE FEVEREIRO - DE 809/814 AO FIM             %            %BANGU                                   %                                        %    21815090%RIO DE JANEIRO                          %NA ESQUINA DA RUA DA USINA, NO LOCAL CONHECIDO POR PEDREIRA.                                                                                                                                                                                                    %2002-05-01 07:10:00%BALÕES                                  
         16%R          %SIRLÃO CUNHABRUM                                  %            %S CRUZ                                  %URUCRÂNIA                               %           0%RIO DE JANEIRO                          %RUA SIRLÃO CUNHABRUM, ESQUINA COM A RUA VINTE E OITO, URUCRÂNIA/SANTA CRUZ
                                                                                                                                                                                    %2002-05-01 07:17:00%TRÁFICO DE DROGAS                       
         30%AV         %MARECHAL HENRIQUE LOTT                            %            %B TIJUCA                                %                                        %    22631370%RIO DE JANEIRO                          %PRÓXIMO AO BARRA SHOPPING.                                                                                                                                                                                                                                      %2002-05-01 08:49:00%TRÁFICO DE DROGAS                       
         31%N.E.       %Não Encontrado                                    %            %Não Encontrado                          %Não Encontrado                          %           0%SAO GONCALO                             %                                                                                                                                                                                                                                                                %2002-05-01 08:57:00%CORRUPÇÃO                               
         32%R          %TOBIAS                                            %836         %N BELEM                                 %                                        %    26433340%JAPERI                                  %NO FINAL DA RUA , PRÓXIMO AO POSTO DE SAÚDE, NO ÚLTIMO QUARTEIRÃO                                                                                                                                                                                               %2002-05-01 08:56:00%TRÁFICO DE DROGAS                       
         48%EST        %PACIENCIA, DA - LADO IMPAR                        %            %M PAULA                                 %                                        %    24756660%SAO GONCALO                             %ESSA ESTRADA É CONHECIDA COMO ESTRADA VELHA DE MARICÁ; O PROBLEMA ESTA OCORRENDO NA DIVISA ENTRE SÃO GONÇALO E MARICÁ, PRECISAMENTE NO SUB-BAIRRO RIO DO OURO.                                                                                                  %2002-05-01 09:47:00%TRÁFICO DE DROGAS                       
         65%R          %AUGUSTO CORREIA BERBEREA                          %160         %OLINDA                                  %                                        %    26515470%NILOPOLIS                               %                                                                                                                                                                                                                                                                %2002-05-01 11:21:00%TRÁFICO DE DROGAS                       
         66%R          %JULIO RIBEIRO                                     %            %BONSUCESSO                              %                                        %    21040330%RIO DE JANEIRO                          %                                                                                                                                                                                                                                                                %2002-05-01 11:34:00%FURTO DE VEÍCULOS AUTOMOTORES           
         80%R          %CELIO DE AZEVEDO                                  %            %VL NORMA                                %                                        %    26231340%NOVA IGUACU                             %                                                                                                                                                                                                                                                                %2002-05-01 12:47:00%TRÁFICO DE DROGAS                       
         82%R          %DOUTOR JURUMENHA                                  %            %B VERMELHO                              %                                        %    24415230%SAO GONCALO                             %NA RUA JURUMENHA, SITUADA NO BAIRRO DE BARRO VERMELHO NO MUNICÍPIO DE SÃO GONÇALO.                                                                                                                                                                              %2002-05-01 13:01:00%TRÁFICO DE DROGAS                       
         97%R          %OITO DE DEZEMBRO                                  %            %MARACANA                                %VL ISABEL                               %    20550200%RIO DE JANEIRO                          %ALTURA DO NÚMERO 288                                                                                                                                                                                                                                            %2002-05-01 13:51:00%FURTO DE VEÍCULOS AUTOMOTORES           
         99%R          %TIBAGI - DE 796/797 AO FIM                        %            %BANGU                                   %                                        %    21825080%RIO DE JANEIRO                          %PRÓXIMO A RUA PIRES RABELO, AO LADO DE UMA IGREJA EVANGÉLICA CONHECIDA COMO APOSTÓLICA CRISTÃ.                                                                                                                                                                  %2002-05-01 13:51:00%TRÁFICO DE DROGAS                       
        113%AV         %JOAQUIM DA COSTA LIMA - DE 0267/0302 A 1505/1504  %286         %GRACAS                                  %                                        %    26112070%BELFORD ROXO                            %PRÓXIMO AO BANCO DO BRASIL                                                                                                                                                                                                                                      %2002-05-01 14:42:00%ABUSO DE AUTORIDADE                     
        114%R          %MIGUEL ANGELO - ATE 500/517                       %            %M GRACA                                 %CACHAMBI                                %    20785220%RIO DE JANEIRO                          %PRÓXIMO A SAÍDA PARA O SHOPPING NOVA AMÉRICA OUTLET                                                                                                                                                                                                             %2002-05-01 14:42:00%EXTORSÃO SIMPLES                        
        133%R          %INVALIDOS, DOS - DE 153/176 AO FIM                %            %CENTRO                                  %                                        %    20231042%RIO DE JANEIRO                          %EM FRENTE AO NUMERO 190,  ONDE LOCALIZA-SE OS FUNDOS DA ANTIGA FABRICA  DA ANTARTICA                                                                                                                                                                            %2002-05-01 16:05:00%TRÁFICO DE DROGAS                       
        133%R          %INVALIDOS, DOS - DE 153/176 AO FIM                %            %CENTRO                                  %                                        %    20231042%RIO DE JANEIRO                          %EM FRENTE AO NUMERO 190,  ONDE LOCALIZA-SE OS FUNDOS DA ANTIGA FABRICA  DA ANTARTICA                                                                                                                                                                            %2002-05-01 16:05:00%FURTO DE PEÇAS E ACESSÓRIOS VEÍCULOS    
        147%R          %NOSSA SENHORA DA PENHA                            %            %JD METROPOLE                            %                                        %           0%SAO JOAO DE MERITI                      %RUA NOSSA SENHORA DA PENHA - JARDIM METROPOLIS - SÃO JOAO DE MERITI                                                                                                                                                                                             %2002-05-01 16:54:00%TRÁFICO DE DROGAS                       
        149%R          %MIRANDA VAREJAO - ATE 385/350                     %            %REALENGO                                %                                        %    21770180%RIO DE JANEIRO                          %AO LADO DA AUTO ESCOLA MAR DE ESPANHA, ESQUINA COM A RUA LEOCADIA                                                                                                                                                                                               %2002-05-01 17:06:00%TRÁFICO DE DROGAS                       
        163%R          %BOA UNIAO                                         %            %BANGU                                   %                                        %    21870250%RIO DE JANEIRO                          %PRÓXIMO AO CAMPO DO BANGU                                                                                                                                                                                                                                       %2002-05-01 18:18:00%TRÁFICO DE DROGAS                       
        165%LD         %GUARARAPES, DOS                                   %            %C VELHO                                 %                                        %    22241220%RIO DE JANEIRO                          %                                                                                                                                                                                                                                                                %2002-05-01 18:20:00%TRÁFICO DE DROGAS                       
        166%R          %RODRIGO SILVA                                     %42          %CENTRO                                  %                                        %    20011040%RIO DE JANEIRO                          %ESQUINA COM A RUA SETE DE SETEMBRO.                                                                                                                                                                                                                             %2002-05-01 18:29:00%CORRUPÇÃO                               
        181%R          % MARIO MESQUITA                                   %10          %ABC                                     %Não Encontrado                          %           0%GUARATIBA                               %RUA MARIO MESQUITA - GUARATIBA
NO INTERIOR DO BAIRRO DO ABC
PROXIMO A FAZENDA MODELO                                                                                                                                                                          %2002-05-01 19:33:00%TRÁFICO DE DROGAS                       
        182%R          %PONTO CHIQUE                                      %            %CORDOVIL                                %                                        %    21010315%RIO DE JANEIRO                          %PERTO DA IGREJA CATÓLICA NOSSO SENHOR DO BONFIM.                                                                                                                                                                                                                %2002-05-01 19:25:00%TRÁFICO DE DROGAS                       
