S GERALDO;NOVA IGUACU;46;SAO GERALDO
S JERONIMO;RIO DE JANEIRO;7;SAO JERONIMO
S JOAQUIM;ITABORAI;49;SAO JOAQUIM
PARQUE S JOSE;QUEIMADOS;597;SAO JORGE
S JOSE;NOVA IGUACU;152;SAO JOSE
S J IMBASSAY;MARICA;122;SAO JOSE DO IMBASSAI
S J IMBASSAI;MARICA;38;SAO JOSE DO IMBASSAI
S J IMBACAI;MARICA;22;SAO JOSE DO IMBASSAI
S J TADEU;DUQUE DE CAXIAS;66;SAO JUDAS TADEU
S LEOPOLDO;BELFORD ROXO;155;SAO LEOPOLDO
S LOURENCO;NITEROI;375;SAO LOURENCO
S L GONZAGA;NOVA IGUACU;81;SAO LUIZ GONZAGA
S MATEUS;SAO JOAO DE MERITI;1276;SAO MATEUS
S MIGUEL;ITAGUAI;256;SAO MIGUEL
S PEDRO;TERESOPOLIS;59;SAO PEDRO
S SALVADOR;ITAGUAI;34;SAO SALVADOR
S SEBASTIAO;PETROPOLIS;68;SAO SEBASTIAO
S SIMAO;QUEIMADOS;104;SAO SIMAO
S VICENTE;BELFORD ROXO;29;SAO VICENTE
SAPINHATUBA 3;RIO DE JANEIRO;1;SAPINHATUBA 3
SGT RONCALLI;BELFORD ROXO;71;SARGENTO ROCALLI
S CRISTOVAM;RIO DE JANEIRO;1;SD CRISTOVAO
S CCRISTOVAO;RIO DE JANEIRO;1;SD CRISTOVAO
S CAMARA;RIO DE JANEIRO;6081;SENADOR CAMARA
SEN CAMARA;RIO DE JANEIRO;4;SENADOR CAMARA
S CARMARA;RIO DE JANEIRO;1;SENADOR CAMARA
S VASCONCELOS;RIO DE JANEIRO;638;SENADOR VASCONCELOS
SEN A VASCONCELOS;RIO DE JANEIRO;2;SENADOR VASCONCELOS
S VASCONSELOS;RIO DE JANEIRO;1;SENADOR VASCONCELOS
SERRA MAR;RIO DAS OSTRAS;4;SERRAMAR
S MAR;RIO DAS OSTRAS;3;SERRAMAR
S PONTES;SAO GONCALO;1215;SETE PONTES
SIT GANSOS;SAO JOAO DE MERITI;88;SITIO GANSOS
SIT REAL;BELFORD ROXO;138;SITIO REAL
SIT RET FELIZ;BELFORD ROXO;265;SITIO RETIRO FELIZ
SIT RER FELIZ;BELFORD ROXO;196;SITIO RETIRO FELIZ
T JARDIM;SAO GONCALO;375;TENENTE JARDIM
T COELHO;RIO DE JANEIRO;1215;THOMAS COELHO
T SANTOS;RIO DE JANEIRO;456;TODOS OS SANTOS
T PONTES;ITABORAI;21;TRES PONTES
VLE PARAISO;TERESOPOLIS;20;VALE DO PARAISO
V GRANDE;BARRA DO PIRAI;529;VARGEM GRANDE
V. GRANDE;RIO DE JANEIRO;1;VARGEM GRANDE
V PEQUENA;RIO DE JANEIRO;459;VARGEM PEQUENA
E PEDREIRA;JAPERI;430;VARZEA DAS MOCAS
V LOBO;RIO DE JANEIRO;1433;VAZ LOBO
V CRUZ;SAO GONCALO;156;VENDA DA CRUZ
V PEDRAS;ITABORAI;208;VENDA DAS PEDRAS
V VELHA;SAO JOAO DE MERITI;307;VENDA VELHA
V FELIX;BELFORD ROXO;39;VERGEL DOS FELIX
V CARVALHO;RIO DE JANEIRO;3335;VICENTE DE CARVALHO
V  CARVALHO;RIO DE JANEIRO;2;VICENTE DE CARVALHO
V DE CARVALHO;RIO DE JANEIRO;2;VICENTE DE CARVALHO
V CAVALHO;RIO DE JANEIRO;2;VICENTE DE CARVALHO
V GERAL;RIO DE JANEIRO;2246;VIGARIO GERAL
V. GERAL;RIO DE JANEIRO;1;VIGARIO GERAL
VILA 8 MAIO;DUQUE DE CAXIAS;105;VILA 8 MAIO
VILA B VISTA;DUQUE DE CAXIAS;31;VILA BELA VISTA
V CRUZEIRO;RIO DE JANEIRO;1;VILA CRUZEIRO
V PENHA;RIO DE JANEIRO;14;VILA DA PENHA
VC DO JOAO;RIO DE JANEIRO;1;VILA DO JOAO
VILA EMA;DUQUE DE CAXIAS;261;VILA EMA
VILA E RIOS;BELFORD ROXO;108;VILA ENTRE RIOS
V ISABEL;RIO DE JANEIRO;36;VILA ISABEL
VILA J RODRIGUES;BELFORD ROXO;65;VILA JOAO RODRIGUES
V KENNEDY;RIO DE JANEIRO;27;VILA KENNEDY
V KENEDY;RIO DE JANEIRO;6;VILA KENNEDY
V KENEDDY;RIO DE JANEIRO;4;VILA KENNEDY
V KENNEY;RIO DE JANEIRO;3;VILA KENNEDY
V KOSMOS;RIO DE JANEIRO;1;VILA KOSMOS
VILA M HELENA;DUQUE DE CAXIAS;114;VILA MARIA HELENA
VILA N S CONCEICAO;JAPERI;25;VILA NOSSA SENHORA DA CONCEICAO
VILA N S FATIMA;SAO JOAO DE MERITI;38;VILA NOSSA SENHORA DE FATIMA
V NOVA;MAGE;30;VILA NOVA
VILA S FAMILIA;NOVA IGUACU;58;VILA SACRA FAMILIA
VILA S CRUZ;DUQUE DE CAXIAS;1071;VILA SANTA CRUZ
VILA S RITA;BELFORD ROXO;30;VILA SANTA RITA
VILA S TERESA;BELFORD ROXO;705;VILA SANTA TERESA
VILA S TERESINHA;MESQUITA;462;VILA SANTA TERESINHA
VILA S ANTONIO;DUQUE DE CAXIAS;772;VILA SANTO ANTONIO
VILA S ANTONIO;BELFORD ROXO;101;VILA SANTO ANTONIO
VILA S A PRATA;BELFORD ROXO;250;VILA SANTO ANTONIO PRATA
VILA S DOMINGOS;NOVA IGUACU;29;VILA SAO DOMINGOS
VILA S FRANCISCO;QUEIMADOS;82;VILA SAO FRANCISCO
VILA S JOAO;SAO JOAO DE MERITI;786;VILA SAO JOAO
VILA S JORGE;NOVA IGUACU;21;VILA SAO JORGE
VILA S JOSE;QUEIMADOS;35;VILA SAO JOSE
VILA S J TADEU;DUQUE DE CAXIAS;524;VILA SAO JUDAS TADEU
VILA S LUIS;DUQUE DE CAXIAS;926;VILA SAO LUIS
VILA S MICHEL;QUEIMADOS;24;VILA SAO MICHEL
VILA S ROQUE;QUEIMADOS;184;VILA SAO ROQUE
S ROQUE;QUEIMADOS;42;VILA SAO ROQUE
VILA S SEBASTIAO;DUQUE DE CAXIAS;97;VILA SAO SEBASTIAO
VILA S TEODORO;NOVA IGUACU;170;VILA SAO TEODORO
VILA T CORACOES;NOVA IGUACU;30;VILA TRES CORACOES
V VALQUEIRE;RIO DE JANEIRO;5;VILA VALQUERIE
V VERDE;NOVA IGUACU;102;VILA VERDE
V TELES;SAO JOAO DE MERITI;2460;VILAR DOS TELES
V FORMOSO;SAO JOAO DE MERITI;65;VILAR FORMOSO
V NOVO;BELFORD ROXO;474;VILAR NOVO
V ITABORAI;ITABORAI;25;VISCONDE DE ITABORAI
V ALEGRE;RIO DE JANEIRO;1186;VISTA ALEGRE
V BRASIL;NITEROI;90;VITAL BRAZIL
Z GAROTO;SAO GONCALO;292;ZE GAROTO
PC BANDEIRA;RIO DE JANEIRO;738;PRACA DA BANDEIRA
CATUMBI - 1ª AISP;RIO DE JANEIRO;726;CATUMBI
CATUMBI - 1 AISP;RIO DE JANEIRO;711;CATUMBI
JARDIM O BILAC;SAO JOAO DE MERITI;510;JARDIM OLAVO BILACA
JARDIM 25 DE AGOSTO;DUQUE DE CAXIAS;480;JARDIM 25 DE AGOSTO
E PASSOS;NOVA IGUACU;410;EDSON PASSOS
ZE GAROTO;SAO GONCALO;299;ZE GAROTO
PTO PEDRA;SAO GONCALO;270;PORTO DA PEDRA
JARDIM BALNEARIO ANA CLARA;DUQUE DE CAXIAS;268;JARDIM BALNEARIO ANA CLARA
JARDIM AO VICENTE;NOVA IGUACU;261;JARDIM SAO VICENTE
APOLO III;ITABORAI;224;APOLO III
KM 32;NOVA IGUACU;212;KM 32
S MIGUEL;SAO GONCALO;202;SAO MIGUEL
VILA S LUIS;NOVA IGUACU;172;VILA SAO LUIS
JARDIM MEU RETIRO;BELFORD ROXO;109;JARDIM MEU RETIRO
B VISTA;NOVA IGUACU;108;BELA VISTA
VILA 8 MAIO;DUQUE DE CAXIAS;105;VILA 8 MAIO
PNT D'AREIA;NITEROI;100;PONTA DA AREIA
PARQUE D BOSCO;SEROPEDICA;94;PARQUE DOM BOSCO
APOLO II;ITABORAI;93;APOLO III
APOLO III;SAO GONCALO;76;APOLO III
S JOSE;MESQUITA;71;SAO JOSE
PARQUE S BENTO;DUQUE DE CAXIAS;68;PARQUE SAO BENTO
V VERDE;BELFORD ROXO;66;VILA VERDE
JARDIM IDEAL II;BELFORD ROXO;63;JARDIM IDEAL II
VILA S TEODORO;BELFORD ROXO;63;VILA SAO TEODORO
S ISABEL;DUQUE DE CAXIAS;61;SANTA ISABEL
PTE BRANCA;NOVA IGUACU;53;PONTE BRANCA
LOTE XV;BELFORD ROXO;51;LOTE XV
CPO ALEGRE;QUEIMADOS;50;CAMPO ALEGRE
VILA J LIMA;BELFORD ROXO;49;VILA JOSE LIMA
PE PEQUENO;NITEROI;47;PE PEQUENO
C JD CABUCU;NOVA IGUACU;37;CIDADE JARDIM CABUCU
JARDIM S RITA;DUQUE DE CAXIAS;35;JARDIM SANTA RITA
PARQUE UNIAO 4;BELFORD ROXO;35;PARQUE UNIAO 4
PARQUE B VISTA II;DUQUE DE CAXIAS;34;PARQUE BOA VISTA II
VILA S SEBASTIAO;BELFORD ROXO;33;VILA SAO SEBASTIAO
S CATARINA;NOVA IGUACU;31;SANTA CATARINA
N S FATIMA;QUEIMADOS;27;NOSSA SENHORA DE FATIMA
JARDIM B VISTA;NOVA IGUACU;27;JARDIM BELA VISTA
R SOBRINHO;NOVA IGUACU;25;ROCHA SOBRINHO
CH S ANTONIO;BELFORD ROXO;24;CHACARA SANTO ANTONIO
PARQUE B VENTURA;QUEIMADOS;24;PARQUE BOA VENTURA
K 11;NOVA IGUACU;23;K11
V ALEGRE;NOVA IGUACU;22;VILA ALEGRE
S CRISTOVAO;QUEIMADOS;21;SAO CRISTOVAO
D IRMAOS;NOVA IGUACU;21;DOIS IRMAOS
CEM BRACAS;ARMACAO DE BUZIOS;20;CEM BRACAS
B PEDRA;RIO DE JANEIRO;2;
JG BANGU;RIO DE JANEIRO;1;
N INFORMADO;RIO DE JANEIRO;2;
R CENTRO;RIO DE JANEIRO;1;
ESTRELA DO CEU;ITAGUAI;68;
JARDIM IDEAL II;BELFORD ROXO;64;
LOTE XV;BELFORD ROXO;62;
VILA J LIMA;BELFORD ROXO;49;
P SECA;SAO GONCALO;45;
PARQUE BEIRA MAR;DUQUE DE CAXIAS;41;
BRISA MAR;ITAGUAI;38;
PARQUE UNIAO 4;BELFORD ROXO;35;
VILA ERA;BELFORD ROXO;34;
PARQUE B VISTA II;DUQUE DE CAXIAS;34;
PARQUE G LUZ;NOVA IGUACU;34;
DOM BOSCO;NOVA IGUACU;33;
JARDIM DA PAZ;MAGE;32;
C LINDO;ITABORAI;29;
CH S ANTONIO;BELFORD ROXO;24;
APOLO 3;ITABORAI;24;
JARDIM PAZ;MAGE;24;
K 11;NOVA IGUACU;23;
VILA H MAIA;BELFORD ROXO;22;
PARQUE V NOVA;DUQUE DE CAXIAS;22;
NV CAMPINA;DUQUE DE CAXIAS;20;
LT XV;DUQUE DE CAXIAS;20;
PAU GRANDE;MAGE;20;
PR ANJOS;ARRAIAL DO CABO;19;
BEIRA MAR;DUQUE DE CAXIAS;19;
B RETIRO;DUQUE DE CAXIAS;19;
P PRETA;MAGE;19;
VILA PEDRO I;NOVA IGUACU;19;
D RODRIGO;NOVA IGUACU;19;
REC S ANTONIO;NOVA IGUACU;19;
L DANON;QUEIMADOS;19;
FNT CARIOCA;SAO JOAO DE MERITI;19;
B VENTURA;BELFORD ROXO;18;
JARDIM S MARTA;BELFORD ROXO;18;
PARQUE S ROSA;DUQUE DE CAXIAS;18;
PARQUE R SERTAO;NOVA IGUACU;18;
P RIO;PETROPOLIS;18;
C VEIGA;PETROPOLIS;18;
JARDIM S MIGUEL;QUEIMADOS;18;
C ALEGRIA;RESENDE;18;
VILA D LOPES;SAO JOAO DE MERITI;18;
VILA O PRETO;DUQUE DE CAXIAS;17;
PARQUE L GONZAGA;JAPERI;17;
C PAULINO;NOVA FRIBURGO;17;
I. VELHO;NOVA IGUACU;17;
J D ARC;NOVA IGUACU;17;
JARDIM M POMBAL;BELFORD ROXO;16;
PARQUE J CLUB;CAMPOS DOS GOYTACAZES;16;
VILA C MADEIRA;DUQUE DE CAXIAS;16;
R PEDRAS;ITABORAI;16;
B MARICA;MARICA;16;
JARDIM PARAISO II;NOVA IGUACU;16;
C BELO;NOVA IGUACU;16;
JARDIM NOVA ERA;PARACAMBI;16;
VILA S CATARINA;QUEIMADOS;16;
RER CALIFAS;BELFORD ROXO;15;
V C AGOSTO;DUQUE DE CAXIAS;15;
S C DA SERRA;DUQUE DE CAXIAS;15;
VALE DO SOL;ITABORAI;15;
R D'OURO;MAGE;15;
V MOCAS;NITEROI;15;
MARCO II;NOVA IGUACU;15;
IA COBRAS;PARATI;15;
S AMARO;RECIFE;15;
L FLUMINENSE;SAO JOAO DE MERITI;15;
S C GUANDU;SEROPEDICA;15;
FNT SANTA;TERESOPOLIS;15;
S LUIS;BARRA MANSA;14;
PARQUE CPO LINDO;ITAGUAI;14;
P VERDE;NOVA IGUACU;14;
CH FLORA;PETROPOLIS;14;
N S ROSARIO;QUEIMADOS;14;
R DO OURO;SAO GONCALO;14;
PARQUE C ALTA;SAO JOAO DE MERITI;14;
C REDONDO;SAO PEDRO DA ALDEIA;14;
E ENSEADA;ANGRA DOS REIS;13;
MTE ALTO;ARRAIAL DO CABO;13;
RER S ISABEL;BELFORD ROXO;13;
PARQUE B VISTA I;DUQUE DE CAXIAS;13;
J PRIMAVERA;DUQUE DE CAXIAS;13;
V TIRADENTES;DUQUE DE CAXIAS;13;
ST LUCIA;DUQUE DE CAXIAS;13;
V ARAUJO;MACAE;13;
C REIS;MAGE;13;
N ALIANCA;NOVA IGUACU;13;
R DOS VENTOS;NOVA IGUACU;13;
P CHIQUE;NOVA IGUACU;13;
GJA GUARANI;TERESOPOLIS;13;
JARDIM S BENTO;BELFORD ROXO;12;
S HELENA;BELFORD ROXO;12;
JARDIM B VERMELHO;BELFORD ROXO;12;
JARDIM S LOURENCO;DUQUE DE CAXIAS;12;
PARQUE EL DOURADO;DUQUE DE CAXIAS;12;
C DAMIAO;JAPERI;12;
PR CAMPISTA;MACAE;12;
B MACAE;MACAE;12;
N MARILHA;MAGE;12;
S DALILA;MAGE;12;
JARDIM B ESPERANCA;NOVA IGUACU;12;
PARAISO II;NOVA IGUACU;12;
C JD MONTEVIDEU;NOVA IGUACU;12;
J PARAISO;NOVA IGUACU;12;
Q I PRATA;NOVA IGUACU;12;
S FRANCISCO DE PAULA;NOVA IGUACU;12;
VILA P ROCHA;NOVA IGUACU;12;
VILA R NOVO;NOVA IGUACU;12;
VAL VERDE;NOVA IGUACU;12;
N S CONCEICAO;QUEIMADOS;12;
VILA V A AUSTIN;QUEIMADOS;12;
V TELLES;SAO JOAO DE MERITI;12;
S MATHEUS;SAO JOAO DE MERITI;12;
S JOAO;SAO PEDRO DA ALDEIA;12;
S AGOSTINHO;VOLTA REDONDA;12;
JARDIM IDEAL I;BELFORD ROXO;11;
VLE MANGUEIRAS;BELFORD ROXO;11;
PARQUE T CLUB;CAMPOS DOS GOYTACAZES;11;
PARQUE L DOURADOS;DUQUE DE CAXIAS;11;
O BILLAC;DUQUE DE CAXIAS;11;
S JUDAS TADEU;DUQUE DE CAXIAS;11;
P MISSOES;DUQUE DE CAXIAS;11;
C MENINOS;DUQUE DE CAXIAS;11;
V DAS PEDRAS;ITABORAI;11;
J CAETANO;ITABORAI;11;
VILA S AMELIA;JAPERI;11;
STO ALEIXO;MAGE;11;
P MAUA;MAGE;11;
JARDIM N HORIZONTE;MAGE;11;
ST ALEIXO;MAGE;11;
BCO AREIA;MESQUITA;11;
STO ELIAS;MESQUITA;11;
BCO DE AREIA;MESQUITA;11;
JARDIM FNT S MIGUEL;NOVA IGUACU;11;
R FUNDO;NOVA IGUACU;11;
COM SOARES;NOVA IGUACU;11;
DA PAZ;QUEIMADOS;11;
KM 40;SEROPEDICA;11;
B FE;SEROPEDICA;11;
M ALTO;SILVA JARDIM;11;
C VENTO;TERESOPOLIS;11;
A LIMPA;VOLTA REDONDA;11;
XV NOVEMBRO;ARARUAMA;10;
PARQUE S LUCAS;BELFORD ROXO;10;
APOLO XI;BELFORD ROXO;10;
A B VISTA;CACHOEIRAS DE MACACU;10;
J CATARINA;DUQUE DE CAXIAS;10;
JARDIM T MARIAS;DUQUE DE CAXIAS;10;
P MODELO;GUAPIMIRIM;10;
PR DE MAUA;MAGE;10;
PARQUE ESTRELA II;MAGE;10;
TEN JARDIM;NITEROI;10;
CRUZEIRO DO SUL;NOVA IGUACU;10;
PARQUE RES GISELA;NOVA IGUACU;10;
VILA D BRANCA;QUEIMADOS;10;
RER ALCANTARA;SAO GONCALO;10;
PT ROSA;SAO GONCALO;10;
S IZABEL;SAO GONCALO;10;
PARQUE J BONIFACIO;SAO JOAO DE MERITI;10;
C GUINLE;TERESOPOLIS;10;
B IMBUI;TERESOPOLIS;10;
S V PAULA;ARARUAMA;9;
LT QUINZE;BELFORD ROXO;9;
SGT RONCALI;BELFORD ROXO;9;
VILA S TEREZA;BELFORD ROXO;9;
JARDIM S CECILIA;DUQUE DE CAXIAS;9;
NV CAMPINAS;DUQUE DE CAXIAS;9;
PARQUE N S PENHA;DUQUE DE CAXIAS;9;
VILA S LUIZ;DUQUE DE CAXIAS;9;
T MISSOES;DUQUE DE CAXIAS;9;
PRD ANGELICA;DUQUE DE CAXIAS;9;
STO EXPEDITO;ITABORAI;9;
BANDEIRANTES II;ITABORAI;9;
MORADA DO SOL;ITABORAI;9;
G CABUCU;ITABORAI;9;
VINTE E SEIS DE DEZEMBRO;ITAGUAI;9;
M CONGA;MAGE;9;
ST TEREZINHA;MESQUITA;9;
VILA S TEREZINHA;MESQUITA;9;
ENG DO MATO;NITEROI;9;
ENG PEQUENO;NOVA IGUACU;9;
D ESTRADA;NOVA IGUACU;9;
J D'ARC;NOVA IGUACU;9;
PARQUE S FRANCISCO DE PAULA;NOVA IGUACU;9;
T NEVES;NOVA IGUACU;9;
V CAVA;NOVA IGUACU;9;
J DARC;NOVA IGUACU;9;
N ERA;NOVA IGUACU;9;
PARQUE RES GUADALAJARA;NOVA IGUACU;9;
JARDIM S SILVESTRE;QUEIMADOS;9;
VILA J CORREIA;QUEIMADOS;9;
ZE GAROTO;SAO GONCALO;9;
ENG BELFORD;SAO JOAO DE MERITI;9;
PR LINDA;SAO PEDRO DA ALDEIA;9;
CP LINDO;SEROPEDICA;9;
N PRIMAVERA;VOLTA REDONDA;9;
A CLUBE;VOLTA REDONDA;9;
S TIRCO;BELFORD ROXO;8;
M CORREA;CABO FRIO;8;
PARQUE N CAMPINA;DUQUE DE CAXIAS;8;
PD ANGELICA;DUQUE DE CAXIAS;8;
C OITO;DUQUE DE CAXIAS;8;
PARQUE N ESPERANCA;DUQUE DE CAXIAS;8;
V PEDRINHAS;GUAPIMIRIM;8;
STO ANTONIO;ITABORAI;8;
NV CIDADE;ITABORAI;8;
BNH DA RETA;ITABORAI;8;
PARQUE S BENEDITO;JAPERI;8;
NV MARILIA;MAGE;8;
R SERRA;MAGE;8;
PR DO SACO;MANGARATIBA;8;
P GROSSA;MARICA;8;
N S DE FATIMA;NILOPOLIS;8;
V DA CRUZ;NITEROI;8;
S BOSCO;NOVA IGUACU;8;
R ALEGRE;QUEIMADOS;8;
M CASTRO;SAO GONCALO;8;
RECANTO DO SOL;SAO PEDRO DA ALDEIA;8;
BOA FE;SEROPEDICA;8;
JARDIM S JORGE;SEROPEDICA;8;
S MANHA (MULTIRAO);SEROPEDICA;8;
BANDEIRANTE II;TANGUA;8;
GJA FLORESTAL;TERESOPOLIS;8;
QTA LEBRAO;TERESOPOLIS;8;
PAT ESTACAO;TRES RIOS;8;
S F ASSIS;BARRA MANSA;7;
COL S ANTONIO;BARRA MANSA;7;
VILA LUZ;BELFORD ROXO;7;
N PIAM;BELFORD ROXO;7;
S LUIZ;CORDEIRO;7;
DR LAUREANO;DUQUE DE CAXIAS;7;
VILA N S GRACAS;DUQUE DE CAXIAS;7;
APOLO XII;ITABORAI;7;
B IRIRI;MAGE;7;
PR ANIL;MAGE;7;
BC DE AREIA;MESQUITA;7;
LGO BATALHA;NITEROI;7;
ENG MATO;NITEROI;7;
BL VISTA;NOVA IGUACU;7;
SIT N ORIENTE;NOVA IGUACU;7;
M CASTELO;NOVA IGUACU;7;
JARDIM S INACIO;NOVA IGUACU;7;
N JD PARAISO;NOVA IGUACU;7;
VLE SOL;NOVA IGUACU;7;
VILA T MAIO;NOVA IGUACU;7;
VILA MRO AGUDO;NOVA IGUACU;7;
JARDIM N S GRACAS;NOVA IGUACU;7;
S MARINHO;PETROPOLIS;7;
B FATIMA;QUEIMADOS;7;
PARQUE P DUTRA;QUEIMADOS;7;
ST ISABEL;SAO GONCALO;7;
ST CATARINA;SAO GONCALO;7;
V NORMA;SAO JOAO DE MERITI;7;
V ROSALI;SAO JOAO DE MERITI;7;
P FUNDO;SAO PEDRO DA ALDEIA;7;
VILA TUR;SAQUAREMA;7;
B. VISTA II;BARRA MANSA;6;
V MARIA;BARRA MANSA;6;
PARQUE N S APARECIDA;BELFORD ROXO;6;
D FILHO;BELFORD ROXO;6;
N PIAN;BELFORD ROXO;6;
PARQUE S RITA;BELFORD ROXO;6;
V RICA;BELFORD ROXO;6;
ST MARTA;BELFORD ROXO;6;
G CABRAL;DUQUE DE CAXIAS;6;
C ELYSEOS;DUQUE DE CAXIAS;6;
M HELENA;DUQUE DE CAXIAS;6;
P IDEAL;GUAPIMIRIM;6;
C FINA;GUAPIMIRIM;6;
APOLLO III;ITABORAI;6;
S CAMPELO;ITAGUAI;6;
J MAR;ITAGUAI;6;
PARQUE V CRUZ;ITAGUAI;6;
L VISTA;JAPERI;6;
NV BELEM;JAPERI;6;
PR SACO, DO;MANGARATIBA;6;
M RIBEIRO;MARICA;6;
P JUCELINO;MESQUITA;6;
LOT E MATO;NITEROI;6;
P S FRANCISCO;NOVA IGUACU;6;
J PALMARES;NOVA IGUACU;6;
S MICHEL;NOVA IGUACU;6;
KM 34;NOVA IGUACU;6;
VILA S T JESUS;NOVA IGUACU;6;
VILA S GABRIEL;NOVA IGUACU;6;
O VERDE;NOVA IGUACU;6;
DA LUZ;NOVA IGUACU;6;
VILA O ALVES;QUEIMADOS;6;
PARQUE S TIAGO;QUEIMADOS;6;
R DOURO;RIO BONITO;6;
RIO D OURO;SAO GONCALO;6;
ST LUZIA;SAO GONCALO;6;
PARQUE S ROQUE;SAO JOAO DE MERITI;6;
C NOVO;SAO JOSE DO GOIABAL;6;
RUA DO FOGO;SAO PEDRO DA ALDEIA;6;
S CORREIA;SAQUAREMA;6;
G FLORESTAL;TERESOPOLIS;6;
C GUARANI;TERESOPOLIS;6;
B UNIAO;TRES RIOS;6;
B HORIZONTE;VOLTA REDONDA;6;
VILA S CECILIA;VOLTA REDONDA;6;
ACUDE I;VOLTA REDONDA;6;
N ANGRA;ANGRA DOS REIS;5;
PR ENSEADA;ANGRA DOS REIS;5;
S VICENTE DE PAULA;ARARUAMA;5;
O VELHA;BARRA DO PIRAI;5;
V PAULINA;BELFORD ROXO;5;
S REIS;BELFORD ROXO;5;
ASA BRANCA;BOM JESUS DO ITABAPOANA;5;
J K OLIVEIRA;CABO FRIO;5;
REC DUNAS;CABO FRIO;5;
ST ANTONIO;CABO FRIO;5;
PARQUE JD CARIOCA;CAMPOS DOS GOYTACAZES;5;
PARQUE S HELENA;CAMPOS DOS GOYTACAZES;5;
PARQUE XV NOVEMBRO;CAMPOS DOS GOYTACAZES;5;
PARQUE S CAETANO;CAMPOS DOS GOYTACAZES;5;
VINTE E CINCO DE AGOSTO;DUQUE DE CAXIAS;5;
VILA S C SERRA;DUQUE DE CAXIAS;5;
JARDIM N S CARMO;DUQUE DE CAXIAS;5;
P S JOSE;DUQUE DE CAXIAS;5;
B CAVALEIROS;DUQUE DE CAXIAS;5;
J PESSOA;DUQUE DE CAXIAS;5;
J ANHANGA;DUQUE DE CAXIAS;5;
PRD MORABI;DUQUE DE CAXIAS;5;
PARQUE N CAMPINAS;DUQUE DE CAXIAS;5;
V OLIMPIA;GUAPIMIRIM;5;
J OLIVEIRA;ITABORAI;5;
M VERDE;ITABORAI;5;
APOLO 2;ITABORAI;5;
APOLLO II;ITABORAI;5;
C INDUSTRIAL;ITAGUAI;5;
PARQUE S JORGE;ITAGUAI;5;
S BRAS;JAPERI;5;
S INES;JAPERI;5;
PARQUE P J MARIA;JAPERI;5;
JARDIM R D'OURO;JAPERI;5;
GJA CAVALEIROS;MACAE;5;
JARDIM N MARILIA;MAGE;5;
PR IMPERADOR;MAGE;5;
V EMIL;MESQUITA;5;
NV HORIZONTE;NILOPOLIS;5;
V DAS MOCAS;NITEROI;5;
L BATALHA;NITEROI;5;
PARQUE S PAULA;NOVA IGUACU;5;
P CHIC;NOVA IGUACU;5;
K ONZE;NOVA IGUACU;5;
V MARTINS;NOVA IGUACU;5;
B GRANDE;PARATI;5;
NSA SRA DA GLORIA;QUEIMADOS;5;
N LIBERDADE;RESENDE;5;
CAIXA D;RIO BONITO;5;
CAIXA D AGUA;RIO BONITO;5;
R VERMELHO;RIO BONITO;5;
S LUSIA;SAO GONCALO;5;
C DA ROCHA;SAO JOAO DE MERITI;5;
S BONFIM;SAO JOAO DE MERITI;5;
N RIO;SAO JOAO DE MERITI;5;
J REDENTOR;SAO JOAO DE MERITI;5;
B CONCHAS;SAO PEDRO DA ALDEIA;5;
BANDEIRANTE UM;TANGUA;5;
V CORTES;TANGUA;5;
P VERMELHO;TRES RIOS;5;
S TORQUATO;VILA VELHA;5;
P GLORIA;ANGRA DOS REIS;4;
S D'AGUA;ANGRA DOS REIS;4;
P BELEM;ANGRA DOS REIS;4;
V FRIA;ANGRA DOS REIS;4;
B PERNA;ARARUAMA;4;
PR DOS ANJOS;ARRAIAL DO CABO;4;
JARDIM STO ANTONIO;BARRA MANSA;4;
R SILVEIRA;BARRA MANSA;4;
MTE CRISTO;BARRA MANSA;4;
M GRANJA;BARRA MANSA;4;
JARDIM YPE;BELFORD ROXO;4;
JARDIM IDEAL 2;BELFORD ROXO;4;
VLE IPE;BELFORD ROXO;4;
D MAIO;BELFORD ROXO;4;
SIT F LINDA;BELFORD ROXO;4;
B MATO;CABO FRIO;4;
M ALEGRE;CABO FRIO;4;
J GRAMACHO;DUQUE DE CAXIAS;4;
P PAULISTA;DUQUE DE CAXIAS;4;
JARDIM ANA CLARA;DUQUE DE CAXIAS;4;
ST CRUZ DA SERRA;DUQUE DE CAXIAS;4;
C ELISIUS;DUQUE DE CAXIAS;4;
S CRUZ SERRA;DUQUE DE CAXIAS;4;
ANA CLARA;DUQUE DE CAXIAS;4;
PARQUE EL DORADO;DUQUE DE CAXIAS;4;
N CAMPINAS (AREA I);DUQUE DE CAXIAS;4;
PARQUE S CLARA;ENGENHEIRO PAULO DE FRONTIN;4;
VLE PEDRINHAS;GUAPIMIRIM;4;
MTE VERDE;ITABORAI;4;
P CAIXAS;ITABORAI;4;
VILA GABRIELA II;ITABORAI;4;
V  PEDRAS;ITABORAI;4;
BRIZA MAR;ITAGUAI;4;
E DO CEU;ITAGUAI;4;
FIBRATEL UM;ITANHAEM;4;
E EPDREIRA;JAPERI;4;
M JOSE;JAPERI;4;
AT CAJUEIROS;MACAE;4;
JARDIM S PAULO;MAGE;4;
V ESPERANCA;MAGE;4;
N MANGARATIBA;MANGARATIBA;4;
PR BRAVA;MANGARATIBA;4;
PTA GROSSA;MARICA;4;
S JOSE DE IMBASSAI;MARICA;4;
